阅读词汇   1976-2003.01				
考频	考查的单词	正确的选项	词性	中文含义
2	possess	have	v.	
	posthumously	following one's death	ad.	死后；身后
2	potent	very strong 	a.	有效的；烈性的
2	potent	powerful	a.	
	potential	possible	a.	潜在的；可能的
	potentially	could become	ad.	可能地；潜在地
	pouch	sac	n.	小袋；小包
	poverty	lack of money	n.	贫穷；贫乏
	power	force	n.	能力；力量
3	powerful	effective	a.	强有力的；有特效的
3	powerful	strong	a.	
3	powerful	potent	a.	
	practical	useful	a.	实用的；可行的
	preach	advocate	v.	宣扬；鼓吹
	precarious	uncertain	a.	不稳定的
	precede	come before	v.	居先；先于
	precipitate	cause	v.	促成；引发
2	precipitous	extremely steep	a.	陡峭的；险峻的
2	precipitous	sheer	a.	
	precise	accurate	a.	准确的；精确的
	precise	accurate	a.	精确的
2	precision of	accuracy	n.	精确；精确性
2	precision of	exactness	n.	
	predicament	dilemma	n.	困境；尴尬处境
	predict	foretell	v.	预示；预告
2	prediction	prophecy	n.	预报；预言
2	prediction	forecast	n.	
	predisposition	prior inclination	n.	倾向；癖性
	predominant	principal	a.	主要的；突出的
3	predominantly	principally	ad.	主要地；突出地
3	predominantly	chiefly	ad.	
3	predominantly	primarily	ad.	
	preeminence	superiority	n.	卓越；突出
	preface	introduction	n.	序言；序文
	prefer	favor	v.	偏好；喜欢
	prefer	favor	v.	偏好；喜欢
	prehistoric	ancient	a.	史前的；久远的
	preliminary	initial	a.	最初的；原始的
	preoccupation	concern	n.	关注点
	preposterous	absurd	a.	荒谬的；反常的
2	prescribe	certain	v.	规定；支配
2	prescribe	dictate	v.	
	present	display	v.	呈现；显示
	presently	currently	ad.	现在；目前
	preservation	conservation	n.	保护；防护
2	preserve	save	v.	保存；维持
2	preserve	maintain	v.	
	preside	manage	v.	负责；统辖
2	pressing	urgent	a.	急迫的；紧急的
2	pressing	urgent	a.	
	prestigious	most honored	a.	有声望的；有威信的
	presumably	probably	ad.	大概
	prevail	dominate	v.	盛行；流行
	prevailed	dominated	v.	成功，统治
	prevailing	most frequent	a.	盛行的；流行的
	prevailing	dominant	a.	主要的，占优势的
2	prevalent	broadly accepted	a.	流行的；普遍的
2	prevalent	most popular	a.	
	prevent	avoid	v.	制止；阻止
	prevent	averting	v.	制止；阻止
2	previously	formerly	ad.	以前；从前
2	previously	earlier	ad.	
	prey	victim	n.	被捕食动物；牺牲品
4	primarily	principally	ad.	主要地；基本上
4	primarily	principally	ad.	
4	primarily	chiefly	ad.	
4	primarily	mainly	ad.	
	primarily	chiefly	ad.	主要地
	primary	fundamental	a.	基本的；初步的
	primary	principal	a.	主要的；重要的
	prime	peak	n.	全盛时期；顶峰状态
3	principal	chief 	a.	主要的；首要的
3	principal	main	a.	
3	principal	central	a.	
	principle	law	n.	原理；原则
	print	publish	v.	印刷；刊印
	prior	before	ad.	在先；居前
	prior to	preceding	a.	在先；居前
	prison	captivity	n.	监狱；牢房
	pristine	unspoiled	a.	原始的；初期的
	private	nongovernmental	a.	私人的；私有的
	prize	value	v.	珍视；重视
	prized	valued	a.	贵重的
2	probable	likely	a.	可能的；大概的
2	probable	likely	a.	
	probe	explore	v.	探察
	procure	obtain	v.	获得；取得
	produce	butter	n.	产物；产品
	produce	make	v.	生产；制造
	product	result	n.	产品；产物
	proficiency	skill 	n.	熟练；精通
	profoundly	deeply	ad.	深深地；万分地
	profusion	abundance	n.	丰富；大量
	prognosis	expectation	n.	预症；预断
	prohibitively	forbiddingly	ad.	禁止性地；有阻碍地
2	project	protrude	v.	突出；凸出
2	project	program	n.	项目；工程
	proliferate	multiply	v.	增殖；增生
	prolific	productive	a.	多产的；成果丰硕的
	prolific	productive	a.	多产的
	prolific	fruitful	a.	多产的
	prolonged	extended	a.	持续久的；长时期的
	prominent	distinguished	a.	显著的；卓越的
	prominent	famous	a.	著名的
2	prominent	leading	a.	显著的；主导的
2	prominent	conspicuous	a.	
2	prompt	punctual	a.	准时的；迅速的
2	prompt	motivate	v.	促使；激励
	promptly	quickly	ad.	迅速地；立刻地
	proof	evidence	n.	证据；证明
	prop	hold	v.	支撑；维持
	propel	drive forward	v.	推进；推动
	proper	suitable	a.	适当的；合适的
	prophetic	predictive	a.	预示的；预言的
	propitious	favorable	a.	有利的；吉祥的
	proponent	supporter	n.	支持者
	proportion	amount	n.	比例；数量
	proscribe	ban	v.	禁止；排斥
	prospective	potential	a.	未来的；潜在的
	prosperity	wealth	n.	昌盛；繁荣
	protagonist	central character	n.	主角；主人公
	prototype	model	n.	原型；范例
	prototype	model	n.	原型；范例
	protrude	project	v.	突出；伸出
	prove	consider	v.	证实；确认
	proverbially	traditionally	ad.	格言式地；众所周知地
3	provide	supply	v.	供应；提供
3	provide	furnish	v.	
3	provide	give	v.	
	provision	stipulation	n.	规定；条款
	provocation	incitement	n.	激怒；刺激
2	provoke	elicit	v.	诱发；激起
2	provoke	cause	v.	
	proximity	vicinity	n.	接近；附近
	prune	trim	v.	修剪；删除
	pry off	locate	v.	查找
	pseudonym	pen name	n.	笔名；假名
	public	general public	n.	普通民众
	pull	tear (torn) away	v.	撕裂；撕开
	pulverize	make a powder of	v.	研磨成粉；变成粉状
	pump	drive  	v.	抽（液体）；抽动
	puncture	pierce	v.	刺穿；刺破
	pungent	hot	a.	刺激的；辛辣的
2	pure	unadulterated	a.	纯净的；完美的
2	pure	clean	a.	
	purely	exclusively	ad.	全然地；仅仅地
	purify	refine	v.	净化；精练
	pursue	chase	v.	追捕；追击
	pursue	chase	v.	追赶
	pursuit	search for	n.	追求；寻求
4	put off 	postpone	v.	延期；推迟
4	put off 	postpone	v.	
4	put up	supply	v.	提供；贷款
4	put up with	tolerate	v.	容忍；忍受
2	puzzle	mystery	n.	难题；谜　使费解；使困惑
2	puzzle	mystery	n.	
	puzzling	perplexing	a.	使人费解的；令人困惑的
2	quantity	amount	n.	数；数量
2	quantity	amount	n.	
	quarantine	isolate for medical reason	v.	隔离；检疫
	quarter	fourth	n.	四分之一；四等分
	quarterly	every three month	ad.	季度地；按季度
	quest	pursuit of	n.	寻找；探索
	quite	rather	ad.	相当；颇为
	radiant	brilliant	a.	发光的；辐射的
2	radically	basically	ad.	根本地；截然地
2	radically	drastically	ad.	
	raid	invasion	n.	袭击；侵略
	raise	rear	v.	饲养；养育
	raise	propagate	v.	饲养；种植
2	random	unplanned	a.	任意的；随机的
2	random	patternless	a.	
	random	unpredictable	a.	不可知的
	range	vary	v.	变化范围；变动
	rank	position	n.	衔，官阶
	rapidity	swiftness	n.	迅速
	rapidly	quickly	ad.	迅速地；快捷地
	rare	infrequent	a.	稀有的；罕见的
2	rare	uncommon	a.	稀有的；罕见的
2	rare	scarce	a.	
	rarely	hardly ever	ad.	很少；难得
	rather	instead	ad.	相反；相反地
2	rather	fairly	ad.	相当；颇
2	rather than	instead of		而不是
2	ratify	endorse	v.	同意；批准
2	ratify	approve	v.	
2	ration	allocate	v.	定量供应；
2	ration	allotment	n.	配给
	raucous	loud	a.	喧闹的；嘈杂的
	raw	uncooked	a.	生的；天然的
2	raze	demolish	v.	摧毁；拆除
2	raze	demolish	v.	
	reach	come to	v.	达成；取得
	react	respond to	v.	反应；适应
	readily	easily	ad.	容易地
5	readily	easily	ad.	容易地；很快地；乐意地
5	readily	easily	ad.	
5	readily	quickly	ad.	
5	readily	easily	ad.	
5	readily	willingly	ad.	
	realization	awareness	n.	认识；意识
	reap	accept	v.	收获；接受
	rear	raise	v.	培养；饲养
	reasonably	economically	ad.	合理地；经济地；
	rebate	refund	n.	折扣；回扣
	receive	get	v.	接受；接收
	receptacle	container	n.	容器；贮藏器
	reckless	irresponsible	a.	不负责任的
	recklessly	carelessly	ad.	卤莽地；粗心地
	recognition	attention	n.	赏识；关注
2	recognize	distinguish	v.	承认；辨认
2	recognize	acknowledge	v.	
	recollection	memory	n.	记忆；回忆
2	record	register	v.	记录；记载
2	record	document	v.	
	recorded	documented	a.	已纪录的
	recount	narrate	v.	叙述；讲述
	recover	retrieve	v.	回收；寻回
	recruit	enlist	v.	征募；补充
	rectify	correct	v.	改造；修正
2	recur	repeat	v.	重现；重复
2	recur	repeat	v.	
	recycle	reprocess	v.	回收；反复使用
	reduce	lessen	v.	减少
	reflect	indicate	v.	反映；显示
	reform	betterment	v./n.	改善；改革；改良
	refreshing	unusual	a.	清新的；清爽的
	refrigerant	cooling agent	n.	制冷剂；冷冻剂
3	regardless of	despite	a.	不顾；不管
3	regardless of	whatever	a.	
3	regardless of	notwithstanding	a.	
	regardless of	no matter what	a.	不管
2	region	area	n.	地区；区域
2	region	zone	n.	
2	regularly	routinely	ad.	有规律地；惯常地
2	regularly	routinely	ad.	
	regulate	control	v.	调节；控制
	rehabilitation	recovery	n.	恢复；修复
	reimburse	pay back	v.	偿还；补偿
2	reinforce	strengthen	v.	加强；强化
2	reinforce	strengthen	v.	
	relate	connect	v.	相关；关联
	relative	with respect to 	a.	相关的；相对的
2	relatively	comparatively	ad.	相对地；比较地
2	relatively	comparatively	ad.	
3	release	emit	v.	释放；发出
3	release	give off	v.	
3	release	discharge	v.	
	reliably	dependably	ad.	可靠地；可信地
	reliance	dependence	n.	依靠
2	relinquish	give up	v.	放弃
2	relinquish	abandon	v.	
	reluctant	unwilling	a.	不情愿的；勉强的
	reluctantly	unwillingly	ad.	不情愿地；勉强地
2	remain	stay	v.	维持；保持
2	remain	stay	v.	
	remark	comment	v.	评论；议论
	remarkable	significant	a.	异常的；非凡的
	remarkable	extraordinary	a.	异常的；非凡的
	remedy	cure	v.	医治；治愈
	remember	recall	v.	回忆；记起
	remnant	vestige	a.	残余；残迹
2	render	provide	v.	提供；履行
2	render	perform	v.	
2	renowned	famous	a.	著名的；有名的
2	renowned	acclaimed	a.	
	repeatedly	recurringly	ad.	反复地；多次地
	repel	repulse	v.	排斥；对抗
	representative	typical	a.	典型的
	require	insist	v.	要求；坚持
	requisition	request	n.	请求；要求
	rescue	save	v.	营救；挽救
	research	investigation of	n.	研究；探索
	resemble	be similar to 	v.	相似；类似
	resemble	be similar to	v.	相似；类似
	reservoir	receptacle	n.	贮藏所；蓄水池
	reshape	change the character of	v.	改变形式；改变性质
2	reside on	live on	v.	居住；生存
2	reside on	live  	v.	
2	resident	occupant	n.	居民
2	resident	inhabitant	n.	
	residual	remaining	a.	残余地；剩余地
2	resign  	give up	v.	
2	resign oneself from	remove oneself from	v.	放弃；离开
	resist	withstand	v.	经受住；抵挡住
2	resolute	determine	a.	坚决的；果断的
2	resolute	firm	a.	
	resolutely	firmly	ad.	坚决地；果断地
	resolve	settle	v.	决议；解决
	resolve	find a solution for	v.	解决
	resonant	vibrant	a.	洪亮的；共鸣的
	resort to	using	v.	采用
	resource	ability	n.	资源；才能
2	respect	aspect	n.	方面；侧面
	respiration	breathing	n.	呼吸
	responsibility	duty	n.	责任；任务
	restrict	limit	v.	限制；约束
	restrictive	limiting	a.	限制性；约束性
2	result	outcome	n.	结果；
	resume	continue	v.	继续；恢复
2	retain	keep	v.	保留；维持
2	retain	keep	v.	
	retreat from	withdraw from	v.	退出；退却
	retrieve	bring back	v.	取回；找回
	revered	respected	v.	尊敬
	reverence	respect	n.	尊敬；敬仰
	revert to	be returned to	v.	恢复；复归
	revise	change	v.	修正；改造
	revise	amend	v.	修正；修订
	revoke	cancel	v.	吊销；取消
	revolutionize	completely change	v.	变革；彻底改变
	rhythm	pattern 	n.	节奏；格调
3	rich	wealth	n.	财富　
3	rich	fertile	a.	富饶的
3	rich	have large numbers of 	n.	拥有；富有
	ridicule	make fun of 	v.	取笑；嘲笑
2	right	immediately	ad.	直接地；马上地
2	right	directly	ad.	
	rigor	hardship	n.	严酷；苦难
	ripe	ready	a.	成熟的
	rise	emergence	n.	出现；浮现
	risk	danger	n.	风险；危险
	risky	hazardous	a.	危险的；冒险的
	ritual	ceremony	n.	仪式；典礼
	rival	conflicting	a.	竞争的；对抗的
2	roam	wander	v.	漫游；闲逛
2	roam	wander	v.	
	robust	strong	a.	强健的；坚强的
	roll back	reduce	v.	压低；减少
3	root	origin	n.	n.起源；v.根源于
3	root	origin	n.	
3	rooted in	based on	v.	
2	rotate	alternate	v.	轮流；更迭
2	rotate	turn  	v.	轮流；更迭
	rotate	alternate	v.	轮流；更迭
	rotting	decaying	v.	腐烂
	rough	coarse	a.	粗糙的；不光滑的
	roughly	approximately	ad.	概略地；大约
8	roughly	more or less	ad.	粗略地；大致上
8	roughly	approximately	ad.	
8	roughly	approximately	ad.	
8	roughly	nearly	ad.	
8	roughly	approximately	ad.	
8	roughly	more or less	ad.	
8	roughly	around	ad.	
8	roughly	approximately	ad.	
	routinely	commonly	ad.	常规地；惯常地
	rudimentary	undeveloped	a.	原始的；简单的
2	rudimentary	primitive	a.	原始的；简单的
2	rudimentary	unsophisticated	a.	
	ruefully	sadly	a.	沮丧的；悲观的
	ruin	destroy	v.	毁灭；毁坏
	rule out	eliminate	v.	取消；排除
2	run	direct	v.	经营；管理
2	run out	become depleted	v.	用完；耗光
	runoff	amount	n.	径流量；流量
	rupture	burst	v.	破裂；裂开
	rural	country	a.	农村的；田园的
	rushing	rapid	a.	急流的
	rustling	movement	n.	瑟瑟声；沙沙声
	ruthlessly	mercilessly	ad.	无情地；冷酷地
	safe	secure	a.	安全的；保险的
3	safeguard	protect	v.	保障；保护
3	safeguard	protect	v.	
3	safeguard	protect	v.	
	safety	protection	n.	安全；保障
	saline	salty	a.	盐的；咸的
	saltiness	salinity	n.	盐味；咸性
	salutary	beneficial	a.	有益的
	salute	greeting	n.	问候；行礼
	salvage	recover 	v.	打捞；抢救；回收废物
	same	similar	ＰＲＯn.	相似的；类似的
	sanction	approval	n.	批准；同意
	sanitation	health	n.	卫生；健康状态
	saturate	soak	v.	浸透；饱和
2	save	except	prep.	除．．．之外
2	save	except	prep.	
	saying two opposite things	paradox	n.	悖论；隽语
	scale	measure	n./v.	刻度/测量
	scan	survey	v.	审视；浏览
	scarce	rare	a.	稀缺的；珍贵的
	scarce	rare	a.	稀有的
	scarcely	barely	ad.	稀缺；珍贵
	scarlet	bright red	a.	猩红的；鲜红的
	scene	location	n.	场景；现场
2	scenic	picturesque	a.	天然景色；景色优美的
2	scenic	picturesque	a.	
	scheme	plot	n.	阴谋；策划
	scholarly	learned	a.	学者的；好学的
	scope	extent	n.	范围；视野
	scope	extent	n.	范围
	scorched	burned	v.	烧焦
	score	musical compositions	n.	乐谱
	scrub	scour	v.	擦洗；擦掉
2	scrupulously	meticulously	ad.	谨慎地；小心地
2	scrupulously	diligently	ad.	
	scrutiny	examination	n.	检查；监视
	scurrying	rushing	v.	急赶
	seashore	coast	n.	海岸；海滨
	seaside	beach	a.	海滨；海滨的
	secession	withdrawal	n.	脱离；退出
2	secluded	remote	a.	偏僻的；遥远的；隔绝的
2	secluded	isolated	a.	
	secrete	produce	v.	分泌出
	secure	acquire	v.	获得；取得
	secure	safe	ad.	安全的
	sedentary	inactive	a.	不移栖的
	see	view	v.	
4	seek	search for	v.	寻求；寻找　试图；企图
4	seek	campaign for 	v.	
4	seek	try	v.	
4	seek	endeavor	v.	
	seem	appear	v.	似乎；好象
	seemingly	apparently	ad.	表面上；外观上
2	segment	sector	n.	部分；片段
2	segment	portion	n.	
	seize	grasp	v.	抓住；掌握
3	seldom	rarely	ad.	很少；几乎不
3	seldom	rarely	ad.	
3	seldom	hardly ever	ad.	
2	select	choose	v.	选拔；挑选
2	select	choose	v.	
	selection	variety	n.	待选物；多种类
	self-esteem	pride	n.	自尊；自负
	self-reliant	independent	a.	自力更生的
	sensation	feeling	n.	感觉；知觉
	sensational	exciting	a.	轰动的；惊人的
	sense	detect	v.	感觉；领悟
	sensitive	delicate	a.	敏感的；微妙的
	sentiment	opinion	n.	意见；观点
	sentimental	emotional	a.	伤感的；多愁善感的
	separate	distinct	a.	单独的；分离的
	sequence	progression	n.	顺序；次第
	serendipitous	fortuitous	a.	偶然的；幸运的
	serve as	function as	v.	充当；担任
	set	establish  	v.	确定；安置
5	set	situate	v.	配置；安置
5	set	prescribed	a.	故意的；预先准备的
	set it apart	differentiate it	ad.	区分;区别
5	set off	begin	v.	出发；开始
5	set up	arrange	v.	设立；安排
5	set up	establish	v.	
	setting	scene	n.	背景；环境
	settle	decide	v.	决定；解决
	settle	inhabit	v.	定居；安家
	settled	stabled	a.	固定的
	settlement	community	n.	村落；新拓居地
	severe	harsh	a.	猛烈的；严酷的
	severe poverty	indigence	n.	贫困；赤贫
	shape	form	n.	形状；形态
2	sharp	clear	a.	清晰的；急剧的
2	sharp	sudden	a.	
	sharply	steeply	ad.	急剧地；陡峭地
	shed	explain	v.	阐明；解释
	sheen	luster	n.	光泽；光辉
	shelter	cover	n.	掩蔽；遮蔽
	shield	protect	v.	保护；避开
5	shift	alteration	v.	改变；变动
5	shift	alteration	n.	变换；转换
5	shift	change  		
5	shift	move 		
5	shifting	moving		
	shock	offend	v.	震动；震怒
	shore	coast	n.	海岸；海滨
	short	brief	a.	短期的；短暂的
2	shortcut	direct route	n.	捷径；近路
2	shortcut	more direct route	n.	
2	show	demonstrate	v.	显示；表明
2	show	demonstrate	v.	
	shrink	contract	v.	收缩；缩小
2	shrub	bush	n.	灌木；灌木丛
2	shrub	bush	n.	
	shun	avoid	v.	回避；躲开
	shy	timid	a.	胆怯的；羞怯的
	side effect	secondary reaction	a.	副作用
	sideways	laterally	ad.	斜着；歪着(侧面）
	sightless	blind	a.	盲的；瞎的
	significant	meaningful	a.	有重要意义的
	silly	foolish	a.	愚蠢的；傻的
2	similar	comparable	a.	相似的；类似的
2	similar to	resembling	a.	
6	simultaneously	at the same time	ad.	同时发生；同时进行
6	simultaneously	at the same time	ad.	
6	simultaneously	at the same time	ad.	
6	simultaneously	concurrently	ad.	
6	simultaneously	at the same time	ad.	
6	simultaneously	concurrently	ad.	
	single	exclusive	a.	单个的；专一的
	single-handedly	by oneself	ad.	单独地；孤立地
2	sit	rest	v.	坐落；位于
2	sit on	serve on	v.	供职；服役
	site	location	n.	地点；场所
2	site	location	n.	地点；场所
2	site	location	n.	
	skepticism	doubt	n.	怀疑主义；怀疑态度
	sketch	draw	v.	速写；素描
3	sketch	outline	n./v.	概略；梗概
3	sketch	outline		
3	sketch of	outline of		
	skill	ability	n.	技能；技巧
	skilled	expert	a.	熟练的；擅长的
	skilled	proficient	a.	熟练的；擅长的
	skip	miss 	v.	不参加；缺席
	skyrocket	increase rapidly	v.	猛涨，突增
	skyrocket	rise rapidly	v.	上升；猛涨
	slash	cut	v.	猛砍；减少
	slaughter	kill	v.	屠宰；屠杀
	sleep briefly	nap	n.	小睡；打盹
2	slender	thin	a.	细长的；纤弱的
2	slender	slim	a.	
	slight	small	a.	微小的；细微的
	slightly	a little	ad.	轻微；少量
	slim	lean	a.	苗条的；细长的
	sloping	inclined	a.	倾斜的；斜坡的
	sloppily	messily	a.	不整洁的；邋遢的
2	sluggish	lethargic	a.	迟钝的；缓慢的
2	sluggish	slow	a.	
2	smart	intelligent	a.	聪明的；机敏的
2	smart	clever	a.	
	smooth operation	effective functioning		
	smudge	smear	v.	弄脏；涂污
	snap	break	v.	折断；拉断
	snout	nose	n.	口鼻部
	society	community	n.	社会；团体
	soil	dirty	v.	弄脏；玷污
	sole	only	a.	唯一的；独一的
3	sole	only		n.脚底；鞋垫　a.唯一的；单独的
3	sole	only		
3	sole	bottom		
	sole	only	a.	单独的
	solemn	serious	a.	严肃的；庄重的
	solemnly	somberly	ad.	严肃地；忧郁地
	solidify	assure	v.	巩固；保障
	solitary	alone	a.	单独的；独居的
	solitude	seclusion	n.	孤独；寂寞
	solo	unaccompany	a.	单独的；单独表演的
	some	approximately	ad.	大约
2	sometimes	occasionally	ad.	偶尔；有时
2	sometimes	occasionally	ad.	
2	somewhat	rather	ad.	稍微；有点
2	somewhat	to some degree	ad.	
	sort	type	n.	种类；类别
	sort out	separate	v.	挑选出
	soundproof	impermeable to noise	a.	隔音的
	sour	tart	a.	酸味的；酸腐的
2	source	origin	n.	根源；水源
2	source	beginning	n.	
	source of energy	fuel	n.	能源；燃料
	sovereign	independent	a.	主权的；独立的
	sow	plant	v.	播种；种植
2	span	cover	v.	横跨；跨越
2	span	reach across	v.	
	spanning	covering	v.	包含
	spark	bring about	v.	激发；发动
	spark	arouse	v.	激发；鼓舞
2	sparsely	thinly	ad.	稀少地；稀疏地
2	sparsely	thinly	ad.	
	spawn	generate	v.	酝酿；引起
	speck	particle	n.	微粒；小点
	speculate	hypothesize	v.	推测；假设
	speech	language	n.	语言；谈话
	speed	swiftness	n.	速度
	spell	detail	v.	阐明；讲清
	spin	whirl	v.	旋转；疾驰
	spine	backbone	n.	脊骨；脊柱
	spiny	prickly	a.	多刺的；刺状的
	splendor	magnificence	n.	光辉；光彩
	splice	join	v.	拼接；交接
	split	cut	v.	劈开；切开
2	spoil	rot	v.	变坏；腐败
2	spoil	go bad	v.	
3	spot	see		v.看出；发现　n.场所；地点
3	spot	sight		
3	spot	location		
	spouse	wife	n.	配偶；妻子；丈夫
	spread out	radiate	v.	传开；蔓延
	spring	emerge	v.	出现；发生
3	spur	stimulate	v.	刺激；激励
3	spur	stimulate	v.	
3	spur	stimulate	v.	
2	squander	waste	v.	挥霍；浪费
2	squander	waste	v.	
	squash	crush	v.	挤压；碾压
	squirt	spurt out	v.	喷洒；喷出
	stable	fixed	a.	稳定的；不变的
	stage	phase	n.	时期；阶段
	staggering	overwhelming	a.	压倒的；压倒之势的
	stain	discolor	v.	褪色；变色
	stalk	stem	n.	主茎；花梗
2	stamina	endurance	n.	耐力；精力
2	stamina	endurance	n.	
3	stand	tolerate		v.忍受；经受n.立场；态度
3	stand against	defiance of 		反对
3	stand for	represent		代表；象征
3	standard	regular		v.规范的；n.标准
3	standard	criteria		
3	standard	criteria		
	standard	customary	a.	标准的
	standardized	uniform	a.	标准的；统一的
	standing	not flowing	a.	停滞的；不流动的
	standing	status	n.	地位；身份
	standpoint	perspective	n.	观点；立场
	staple	popular edition?	n.	大宗物品；流行的东西
	staple	basic element	n.	主要成分
	staple	basic part	n.	主要成分；主要产品
2	startling	surprising	a.	惊人的
2	startling	astonishing	a.	惊人的
	stately	majestic	a.	雄伟的；堂皇的
	stationary	immobile	a.	不变的；静止的
	stature	height	n.	身材；身高
	steadfast	unwavering	a.	坚定的；不变的
	steadfastly	determinedly	ad.	坚定地；坚信地
2	steadily	consistently	ad.	持续地；不断地
2	steadily	consistently	ad.	持续地；不断地
	stem from	derive from	v.	起源；导源
2	stern	strict	a.	严厉的；苛刻的
2	stern	strict	a.	严厉的；苛刻的
2	stick to	cling to	v.	粘住；钉住
2	stick to	attach to 	v.	粘住；钉住
	stiff	rigid	a.	僵硬的；刚强的
	stiffness	rigidity	n.	僵硬；刚强
2	still	motionless	a.	a.静止的；不动的　ad.依然；仍旧
2	still	nevertheless		a.静止的；不动的　ad.依然；仍旧
	stimulate	encourage	v.	激发；促进
	stimulate	encourage	v.	激发；促进
	stink	smell bad	v.	发恶臭
	stir	awake	v.	激起；鼓动
	stock	repertory	n.	库藏；一整套
2	stoically	impassively	ad.	泰然地；无怨地
2	stoically	impassively	ad.	泰然地；无怨地
	stop	lull	n.	停止；暂停
2	store	supply		v.贮存；　n.贮藏
2	store	keep		v.贮存；　n.贮藏
	storm	bad weather	n.	风暴；坏天气
	story	level	n.	楼层；层
	strain	tension	n.	紧张；劳累
	strain	stress	v.	拉紧，重压
	strand	thread	n.	一股；一缕
	strange	unfamiliar	a.	陌生的；不熟悉的
	strategy	tactic	n.	战略；策略
	stratum	layer	n.	地层；阶层
	streamlined	smoothly shape	a.	流线型的
	strength	basis	n.	实力；基础
	strength	force	n.	力量；强度
	strenuous	arduous	a.	剧烈的；艰苦的
	strenuously	vigorously	ad.	强烈地；激烈地
	stress	emphasize	v.	强调
	stress	tension	n.	压力；紧张
3	stretch	expand	v.	伸展；铺开　拉直；拉长
3	stretch	pull taut	v.	伸展；铺开　拉直；拉长
3	stretch across	span	v.	伸展；铺开　拉直；拉长
	strict	precise	a.	严密的；精确的
2	strictly	tightly	ad.	严格地
2	strictly	exclusively	ad.	严格地
4	strike	light (lit)		v.打火；碰撞；接触　n.罢工
4	strike	hit		v.打火；碰撞；接触　n.罢工
4	strike	make contact with		v.打火；碰撞；接触　n.罢工
4	strike	work stoppage		v.打火；碰撞；接触　n.罢工
3	striking	outstanding	a.	显著的；惊人的
3	striking	prominent	a.	显著的；惊人的
3	striking	impressive	a.	显著的；惊人的
	striking	noticeable	a.	显著的
	strikingly	remarkably	ad.	显著地；惊人地
	stringent	strict	a.	严格的；严厉的
	stringently	rigorously	ad.	严格地；严厉地
	stroller	walker	n.	散步者；闲逛者
2	strongly	heavily	ad.	强烈地；极力地
2	strongly	emphatically	ad.	强烈地；极力地
	struggle	competition	n.	竞争
2	struggle	fight	n.	奋斗；斗争
2	struggle	fight	n.	奋斗；斗争
	stubborn	obdurate	a.	执拗的；固执的
	stumble	trip	v.	绊倒；跌倒
2	stun	daze	v.	使晕眩；使吃惊
2	stun	amaze	v.	使晕眩；使吃惊
	stunt	hinder	v.	阻碍；妨碍
	subject	susceptible	a.	易受影响的；遭受影响的
	subjugated	conquered	v.	征服
	submarine	underwater	a.	水下的；海底的
2	submerge	underwater	v.	浸没；淹没
2	submerge	under water	v.	浸没；淹没
	submit	present	v.	呈送；提交
	subsequent	later	a.	后来的
	subsequently	later	ad.	随后；后来
	subside	die down	v.	平息；平静
	subsidiary	branch	n.	辅助机构；附属机构
	subsidize	finance	v.	资助；赞助
	subsidy	finance	n.	补助金；补贴
	substance	material	n.	物质
	substantial	sturdy	a.	坚固的；结实的
6	substitute	replacement		v.代替；n.替代物
6	substitute	exchange		v.代替；n.替代物
6	substitute	replacement		v.代替；n.替代物
6	substitute	replacement		v.代替；n.替代物
6	substitute for	replacement for		v.代替；n.替代物
3	subterranean	underground	a.	地下的
3	subterranean	underground	a.	地下的
3	subterranean	underground	a.	地下的
	successful	victorious	a.	成功的；有成就的
	succinct	concise	a.	简洁的；简练的　
	succulent	juicy	a.	多汁的；新鲜的
	succumb	yield to	v.	屈服；屈从
	suddenly	abruptly	ad.	突然地；意外地
	sufficient	adequate	a.	足够的；充足的
2	sufficient	enough	a.	足够的；充分的
2	sufficient	adequate	a.	足够的；充分的
	suggest	propose	v.	提出；提议
3	suit	fit	v.	适合；适应
3	suit	accommodate	v.	适合；适应
3	suit	adapt	v.	适合；适应
	suitably	appropriately	ad.	适宜地
	sum	total 	n.	总数；总和
2	summit	apex	n.	顶点；极点
2	summit	peak	n.	顶点；极点
	sumptuous	luxurious	a.	豪华的；奢侈的
	sums	amounts	n.	和
	supplant	replace	v.	取代；替代
	supple	limber	a.	柔软的；易弯曲的
	supplement	extension	n.	补充；补遗
	supplement	add to	v.	补充，增加
	support	hold	v.	支持；支撑
	supposedly	seemingly	ad.	想象地；表面上
	suppress	check	v.	抑制；压制
	supremacy	dominance	n.	至高无上；支配地位
	supreme	most outstanding	a.	最大的；极度的
	sure	certain	a.	必然的；确定的
	surge	jump	n.	浪潮；跃进
	surge	increase sharply	v.	急剧增加
	surging	accelerating	a.	高涨的；跃进的
	surmise	guess	v.	推测；猜测
2	surpass	exceed	v.	超越；胜过
2	surpass	exceed	v.	超越；胜过
	surplus	extra	a.	剩余的；额外的
	surround	encircle	v.	包围；环绕
	survival	existence	n.	幸存；残存
	suspend	hang	v.	挂；悬挂
	suspense	plot	n.	悬挂；意念
	suspicious of	mistrustful of 	a.	可疑的；多疑的
2	sustain	prolong	v.	维持；继续；遭受；蒙受
2	sustain	suffer	v.	维持；继续；遭受；蒙受
	sustain	support	v.	支撑
	sustenance	livelihood	n.	生计；食物
	swarm	throng	v.	群集；涌进
	sway	persuade	v.	动摇；说服
	sweat	perspire	v.	出汗
